,index,Abstract
10,https://doi.org/10.1287/msom.2017.0682,"We develop new rules for assigning available service representatives to customers in customer contact centers and other large-scale service systems in order to create effective work breaks for the service representatives from naturally available idleness. These are unplanned breaks occurring randomly over time. We consider both announced breaks as well as unannounced breaks. Our goal is to make the mean and variance of the interval between successive breaks suitably small. Given a target break duration, we propose assigning idle servers based on the elapsed time since their last break. We show that our proposed server-assignment rules are optimal for the many-server heavy-traffic (MSHT) fluid model. Extensive simulation experiments support the proposed server-assignment rules in practical cases and confirm the MSHT approximation formulas when the number of servers is very large."
11,https://doi.org/10.1287/msom.2017.0654,"Suppliers are often reluctant to invest in capacity if they believe that they will be unable to recover their investment costs in subsequent transactions with buyers. In theory, a number of different contracts can solve this issue and induce first-best investment levels by the supplier. In this study, we investigate the performance of these contracts in a two-tier supply chain. We develop an experimental design where retailers and suppliers bargain over contract terms—and have the ability to make multiple back-and-forth offers—while also providing feedback on the offers they receive. One key result from our study is that an option contract and a service-level agreement are best at increasing first-best investment levels and overall supply chain profits. However, these same contracts also generate the largest inequity in expected profits between the two parties. We find that both of these results are driven by the bargaining tendencies of retailers and suppliers, which we refer to as “superficial fairness.” In particular, retailers and suppliers place more emphasis on negotiating the wholesale price, while partially overlooking any secondary parameter, such that final wholesale prices end up roughly halfway between the retailer’s selling price and the supplier’s production cost. We show that this bargaining behavior contributes to higher investment levels observed in the option contract and service-level agreement, along with the inequitable payoffs."
12,https://doi.org/10.1287/msom.2017.0651,"We consider a manufacturer serving a retailer that sells its product to customers over two periods. Each firm determines its unit price. The retailer orders the product from the manufacturer prior to the beginning of the selling periods. We consider two types of customers: (1) strategic customers who take their future options into account and time their purchases accordingly and (2) myopic customers who consider only their current options. We compare the resulting equilibria for these two scenarios and evaluate the impact of customers’ strategic behavior. We find that strategic customer behavior always benefits the manufacturer. Interestingly, it may also improve the profitability of the retailer and the entire supply chain in some cases. Strategic customer behavior and decentralization are often regarded as detriments to supply chain performance. We find that, however, the combination of these two factors may not result in the worst supply chain performance. When customers are sufficiently patient, a decentralized supply chain that faces strategic customers actually outperforms the supply chain with only one of those factors at play. Finally, we show that when customers are strategic, the retailer’s and manufacturer’s profits with price commitment, availability commitment, or quick response can be lower than those when customers are myopic."
13,https://doi.org/10.1287/msom.2017.0688,"Problem definition: Reference prices arise as price expectations against which consumers evaluate products in their purchase scenarios. We investigate what will happen when prospect theory (e.g., reference prices) meets consumer choice models from the perspectives of both the consumers and the firm. Academic/practical relevance: Consumers see multiple relevant products on a particular purchase occasion and often compare their prices to form the willingness to pay when considering whether to purchase a particular product. Reference prices, which are not included in many choice models, may impact consumer choice behavior, so we incorporate reference prices into consumer choice models and investigate the operations management problems. Methodology: We take the widely used multinomial logit model as a showcase to examine the effects of reference prices through analytical and empirical study. We consider the optimization problems on assortment planning and pricing under consumer choice models with a variety of reference prices, including the lowest price and the assortment variety. Results: Our empirical study on a real data set demonstrates that incorporating reference prices into choice models can significantly improve goodness of fit and prediction accuracy of consumer choice behavior. Moreover, we characterize the optimal policies for the assortment planning and pricing problems under the consumer choice models with various reference prices. In particular, for the pricing problems under the reference prices defined by either the lowest price or assortment variety, we show that the optimal pricing policy has the following structure: products can be divided into several groups based on their costs; the products in the same group charge either the same markup or the same price. Managerial implications: In practice, reference prices should be taken into account in model estimation and operations management. Ignoring reference prices may lead to substantial losses."
14,https://doi.org/10.1287/msom.2017.0642,"Problem definition: We study optimal scheduling of customers in service systems, such as call centers. In such systems, customers typically hang up and abandon the system if their wait for service is too long. Such abandonments are detrimental for the system, and so managers typically use scheduling as a tool to mitigate it. In this paper, we study the interplay between customer impatience and scheduling decisions when managing heterogeneous customer classes. Academic/practical relevance: Call centers constitute a large industry that has a global spending of around $300 billion and employs more than 15 million people worldwide. Our work focuses on improving call center operations, which can reduce costs and improve customer satisfaction. Mathematically, customer patience is typically modeled as exponentially distributed for tractability. Our work makes inroads into relaxing this restrictive assumption to allow modeling more realistic call center situations. Methodology: We use heavy traffic–motivated asymptotic queueing machinery that provides us the traction to successfully capture and incorporate the customer impatience distribution into the scheduling problem. In our approach, the scheduling problem reduces to a diffusion control problem, which we solve to propose near-optimal scheduling policies. Results: We propose near-optimal scheduling policies that can be implemented by call centers to improve their quality-of-service metrics. One of our main results is that, for a class of parameters, we establish sufficient conditions for both the optimality and nonoptimality of threshold policies. Managerial implications: Threshold policies are widely used for scheduling. Our work provides additional insight into whether these may be suboptimal. Our work provides an easy-to-implement alternative that can reduce customer abandonments considerably; for instance, our numerical results indicate that for a system with two customer types, the abandonment rate of one class can be lowered by 30% by using our policy relative to the best threshold policy."
15,https://doi.org/10.1287/msom.2017.0661,"Plant inspections enable firms to manage their quality risk in global supply chains. However, surprisingly little research examines the relationship between such inspections and future product quality. In this paper, we study how well plant inspection outcomes predict the hazard of a future recall and analyze how investigator experience affects this predictive relationship. Using secondary data spanning a seven-year period in the medical device industry and a recurrent-event Cox proportional hazard model, our analysis shows that inspection outcomes reliably predict future product recalls. However, inspection outcomes become an unreliable predictor of recalls with an increase in site-specific investigator experience. Through post hoc analysis, we also show that the hazard of a recall at a plant increases with site-specific experience, independent of the inspection outcome. Compared to the first visit by an investigator, the recall hazard increases by 21% the second time the investigator visits a specific plant, and by 57% on the third visit. We propose investigator rotation and investigator sequencing as two policies to help mitigate this increased recall risk."
16,https://doi.org/10.1287/msom.2017.0634,"The presence of strategic customers may force an already financially distressed firm into a death spiral: sensing the firm’s financial difficulty, customers may wait strategically for deep discounts in liquidation sales. In turn, such waiting lowers the firm’s profitability and increases the firm’s bankruptcy risk. Using a two-period model to capture these dynamics, this paper identifies customers' strategic waiting behavior as a source of a firm’s cost of financial distress. We also find that customers' anticipation of bankruptcy can be self-fulfilling: when customers anticipate a high bankruptcy probability, they prefer to delay their purchases, making the firm more likely to go bankrupt than when customers anticipate a low probability of bankruptcy. Such behavior has important operational and financial implications. First, the firm acts more conservatively when facing either more severe financial distress or a large share of strategic customers. As its financial situation deteriorates, the firm lowers inventory alone when financial distress is mild or only a small share of customers are strategic and lowers both inventory and price in the presence of severe financial distress and a large fraction of strategic customers. Under optimal price and inventory decisions, strategic waiting accounts for a large part of the firm’s total cost of financial distress, although a larger proportion of strategic customers may result in a lower probability of bankruptcy. In addition to inventory reduction and (immediate) price discount, we find that a deferred discount, in the form of rebates and/or store credits for future purchases, can act as an effective mechanism to mitigate strategic waiting. As a contingent price reduction, deferred discounts align the interests of customers and the firm and are most effective when the fraction of strategic customers is high and the firm’s financial distress is at a medium level."
17,https://doi.org/10.1287/msom.2016.0615,"This paper studies how service providers can design social interaction among participants and quantify the causal impact of that interaction on service quality. We focus on education and analyze whether encouraging social interaction among students improves learning outcomes in massive open online courses (MOOCs), which are a new service delivery channel with universal access at reduced, if not zero, cost."
18,https://doi.org/10.1287/msom.2016.0612,"The posterior price-matching policy, whereby a firm promises to reimburse the price difference to a customer who purchases a product before the firm marks it down, has been used in practice. The extensive literature has offered the following explanations for why posterior price matching is adopted: to reduce inventory, to soften competition, to price discriminate consumers, and to eliminate consumer strategic waiting incentives. In this paper, we provide a novel explanation and investigate the role of consumer bounded rationality in the sense of anecdotal reasoning. We adopt a simple model that allows us to isolate the role of customer bounded rationality on using posterior price matching. We demonstrate that while it is never optimal to adopt posterior price matching when consumers have rational expectations, it can be optimal when they have boundedly rational expectations. We show when and how a seller can intentionally mark down with some probability and adopt price matching to make a profit. Ignoring customer bounded rationality can result in a significant profit loss. Then, we build a dynamic programming model to investigate how the firm should dynamically manage its markdowns over the long run. We show that a cyclic policy switching between a high and low markdown probability is typically optimal for exploiting customer bounded rationality. We characterize the nature of the cyclic policy and the range in which it is optimal. Our findings underscore the importance of consumer bounded rationality and provide managerial and practical guidelines on how to manage price matching when customers are boundedly rational."
19,https://doi.org/10.1287/msom.2016.0613,"In this paper, we use a two-period game theoretical model to examine the decisions of a manufacturer and a copycat firm who are competing for strategic customers. The manufacturer decides on the amount of its market expansion advertising investment in the first period and on its pricing strategy in both periods. Advertising increases the “size of the pie,” but eventually the manufacturer may end up inadvertently sharing the benefits with the copycat. After the first period, the copycat makes a market-entry decision, and, if it opts to enter, it also decides on a pricing strategy. The customers are strategic, and they decide whether or not to buy, when to buy, and which product to buy. We find that, interestingly, lower quality levels of the manufacturer’s product may increase the manufacturer’s prices and profit. Moreover, the manufacturer may be worseoff when customers are more likely to purchase its product immediately rather than wait for a price reduction or for the copycat’s product. Finally, the copycat may be worseoff when customers withhold their purchases in the first period in anticipation of the possibility of copycat product becoming available in a later period."
20,https://doi.org/10.1287/msom.2017.0620,"We analyze how performance metrics that contain equivalent information affect actual decisions. We consider two such performance metrics from supply chain management, days of supply and inventory turn rate, where one is the inverse of the other. We argue that individuals’ assessment of performance is also affected by the metric as opposed to solely based on the inventory value that actually matters. We perform three laboratory studies and analyze how decisions are affected by the metric used to indicate inventory performance. The first study considers alternative inventory optimizations, out of which one must be selected. The second study analyzes a decision maker who must decide on the effort to invest in optimizing inventory of a specific product. The third study corresponds to the economic order quantity model. Our behavioral models suggest that decisions are affected by the metric that is used to indicate performance, and we find support for the predictions in laboratory experiments with human subjects: Under the inventory turn rate metric, individuals overvalue inventory reductions. Compared to decisions under the days of supply metric, they choose worse inventory optimization options, invest more effort optimizing inventory of specific products, and choose higher ordering cost."
21,https://doi.org/10.1287/msom.2016.0597,"Fluid teams are commonly used by a variety of organizations to perform similar and repetitive yet highly critical and knowledge-intensive tasks. Such teams operate for a limited time, after which they dissolve and some of their members may work together again as part of another team. Using a granular data set of 6,206 cardiac surgeries from a private hospital in Europe over seven years, our study offers a new and detailed account of how team familiarity (i.e., shared work experience) influences team productivity. We highlight the role of nuanced team composition dynamics beyond average team familiarity. We observe that teams with high dispersion of pairwise familiarity exhibit lower team productivity, and the existence of a “bottleneck-pair” may significantly hinder overall knowledge transfer capability, thus, productivity of fluid teams. In addition, we find that the higher the percentage of familiarity gained from complex tasks, the higher the productivity of the team. Finally, our results suggest that the positive effect of average team familiarity on productivity is enhanced when performing more complicated tasks. Our study provides new operational insights to improve productivity of fluid teams with better team composition strategies."
22,https://doi.org/10.1287/msom.2016.0587,"For many early-stage entrepreneurs, hiring the first employee is a critical step in the firm’s growth. Doing so often requires significant time and monetary investments. To understand the trade-offs involved in deciding when to hire the first employee and how hiring differs in entrepreneurial settings from more established firm settings, we present a simple growth model that depends on two critical inputs for revenue generation: the entrepreneur’s time and money. We show that without hiring, the entrepreneur’s time eventually becomes more valuable than money in contributing to the firm’s growth. In that context, the value of the employee is driven by how much relief he provides to the entrepreneur. We characterize the optimal timing of hiring in terms of the firm’s cash position and how the firm is affected if it requires an upfront fixed investment in time and/or money. We find that the upfront investment in time needed for hiring cannot be converted to an equivalent upfront investment in money and that mistiming hiring can be very costly, especially when these upfront investments are high."
23,https://doi.org/10.1287/msom.2015.0568,"For many entrepreneurs, time is a key constraint. They need to invest time to achieve growth, but also lose time because of recurring crises. We develop a simple stochastic dynamic program to model how an entrepreneur should prioritize between improving processes to reduce crises versus harvesting revenue or ensuring future growth. We show that it is initially optimal to prioritize process improvement: an entrepreneur should strive for high process quality early in the venture’s growth process. We numerically analyze a simple heuristic derived from this optimal policy and identify the conditions under which it is (or is not) effective. It performs near optimally except when process quality or revenue rate may deteriorate too fast or when the cost of process improvement or revenue enhancement is too high. Our work provides a theoretical foundation for the advice found in the popular entrepreneurship and time management literature to invest time now to save time later."
24,https://doi.org/10.1287/msom.2015.0547,"Do service provider efforts to educate customers influence customer outcomes? We analyze the outcome of a field experiment executed by a major public cloud infrastructure services provider in 2011. Out of 2,673 customers who adopted the service during the experiment, 366 received a service intervention: an engagement through which the provider offered initial guidance on how to use basic features of the service. Before execution, it was unclear if this proactive customer education would have positive or negative effects on customer retention and demand for technology support. We show the treatment reduces by half the number of customers who churn from the service during the first week. Further, treated customers ask 19.55% fewer questions during the first week of their tenure than the controls. Although the treatment’s effects decay within one week, we show that such proactive customer education can have significant economic benefits for the provider. In particular, we find that treated customers increase their accumulated usage of the service by 46.57% in the eight months after sign-up. Finally, we provide evidence that the effects of the treatment are strongest among customers who have less experience with the provider."
25,https://doi.org/10.1287/msom.2015.0532,"We study a newsvendor who sells a perishable asset over repeated periods to consumers with a given consumption valuation for the product. The market size in each period is random, following a stationary distribution. Consumers are loss averse with stochastic reference points that represent their beliefs about possible price and product availability. Given the distribution of reference points, they choose purchase plans to maximize their expected total utility, including gain-loss utility, before visiting the store, and follow the plans in the store. In anticipation of consumers' purchase plans, in each period, before demand uncertainty resolves, the firm chooses an initial order quantity. After the uncertainty resolves, the firm chooses a contingent price depending on the demand realization, with the option of clearing inventory by charging a sale price, and otherwise, posting a full price. Over repeated periods, the interaction of the firm’s operational decisions about ordering and contingent pricing and the consumers' purchase actions results in a distribution of reference points, and, in equilibrium, this distribution is consistent with consumers' beliefs. Under this framework of endogenized reference points, we fully characterize the firm’s optimal inventory and contingent pricing policies. We identify conditions under which the firm’s expected price and profit are increasing in the consumer loss aversion level. We also show that the firm can prefer demand variability over no-demand uncertainty. We obtain a set of insights into how consumers' loss aversion affects the firm’s optimal operational policies that are in stark contrast to those obtained in classic newsvendor models. As examples, the optimal full price increases in the initial order quantity; and the optimal full price decreases, while the optimal sales frequency increases, in the procurement cost."
26,https://doi.org/10.1287/msom.2015.0537,"This paper focuses on salespeople behavior in business-to-business transactions. The paper investigates how salespeople use the information provided to them to set prices; of particular interest is how salespeople use price recommendations from a decision support tool. The investigation builds reduced-form models and tests them on a data set obtained by a grocery products distributor. The analysis shows that salespeople’s decisions are explained well by a two-stage decision model whereby salespeople make an initial decision on whether or not to change the price (a binary decision) and then decide on the magnitude of change (a continuous response). We find that salespeople in our data set do not blindly adopt the recommended price change generated by the pricing tool. Rather, our two-stage model allows for us to uncover a nuanced association between the recommended price and the actual price change by identifying customer-specific and salesperson-specific market factors that moderate the influence of price recommendations."
27,https://doi.org/10.1287/msom.2015.0522,"The development of organizational knowledge and the depreciation of knowledge within organizations are processes that invariably occur concurrently. In the quality domain, many researchers have examined how the development of organizational knowledge (organizational learning) enhances quality performance. We build on this literature and investigate how the depreciation of organizational knowledge (organizational forgetting) affects quality performance. We analyze information on 2,732 quality improvement initiatives implemented by 295 vendors of a car manufacturer and find that organizational forgetting affects quality gains obtained from both learning-by-doing (autonomous learning) and quality improvement initiatives (induced learning); more than 16% of quality gains from autonomous learning and 13% of quality gains from induced learning depreciate every year. Furthermore, the impact of organizational forgetting (i) differs across the types of quality improvement efforts (quality gains from process improvement initiatives depreciate, whereas those from quality assurance initiatives do not), and (ii) depends on where quality knowledge was embedded (depreciation is lower for knowledge embedded in technology than for knowledge embedded in organizational routines or organizational members). Our results highlight the ubiquity of organizational forgetting and suggest the need for continued attention to sustain and enhance quality performance in supply chains."
28,https://doi.org/10.1287/msom.2015.0523,"We develop a model to understand and predict customers’ observed multichannel behavior in a customer support setting. Using individual-level data from a U.S.-based health insurance firm, we model a customer’s query frequency and choice of using the telephone or web channel for resolving queries as a stochastic function of her latent “information stock.” The information stock is a function of the customer’s “information needs” (which arise when customers file health insurance claims) and “information gains” (which customers obtain when they resolve their queries through the telephone and web support channels), and other factors such as seasonal effects (for instance, queries that arise at the time of annual contract renewal). We find that average information gain from a telephone call is twice as much as that from visiting the web portal; customers prefer the telephone channel for health event-related information but prefer the web portal for structured seasonal information; and customers are polarized in their propensities of using the web channel and can be broadly classified into “web avoiders” and “web seekers.” Our model provides superior in-sample and out-of-sample fit than multiple benchmark models for aggregate and individual-level customer activity and has several managerial uses, such as capacity planning."
29,https://doi.org/10.1287/msom.2015.0527,"In many markets consumers incur search costs, and firms choose a long-run pricing strategy that determines how they respond to market conditions. A pricing strategy may involve commitments to take actions that do not optimize short-term revenue given the information the firm learns about demand. For example, as already suggested in the literature, the firm could commit to a single price no matter whether demand is strong or weak. We introduce a new strategy—charge a “high” price only if demand is indeed “high,” otherwise offer a discount. This strategy discounts more frequently than would maximize revenue conditional on demand. Nevertheless, the frequent discounts attract consumers. We show that (i) the discount-frequently strategy is optimal (whether capacity is adjustable or not), (ii) discount-frequently is often much better than other pricing strategies, especially if no price commitment is made, and (iii) “overbuying” capacity (e.g., inventory) to attract consumers (by signaling availability and the likelihood of discounts) is a poor strategy. Contrary to some recommendations in the literature to limit markdowns and to purchase ample capacity, our results provide support for a strategy that embraces frequent discounts and moderate capacity."
